"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","26","Given user is on the Login page","","Mon Sep 23 17:53:19 WIB 2024","passed","Mon Sep 23 17:53:19 WIB 2024","","Login test: Login with invalid credentials - ineffective","",""
"","1","Then user should be redirected to the Customer page","","Sat Oct 12 13:27:50 WIB 2024","skipped","Sat Oct 12 13:27:50 WIB 2024","","Login and Product Management: Add New Customer","",""
"","0","Then user should see an error message """"\""email\"" is not allowed to be empty""""","","Fri Oct 11 22:19:48 WIB 2024","broken","Fri Oct 11 22:19:48 WIB 2024","","Login and Product Management: Login with empty field","",""
"","436","Given user is on the Login page","","Fri Oct 11 16:29:02 WIB 2024","passed","Fri Oct 11 16:29:03 WIB 2024","","Login test: Login with empty field","",""
"","0","And user clicks Add curstomer button","","Fri Oct 11 22:53:47 WIB 2024","broken","Fri Oct 11 22:53:47 WIB 2024","","Login and Product Management: Add New Customer","",""
"","144","When user inputs ""nadia@gmail.com"" as email","","Fri Oct 11 18:29:17 WIB 2024","passed","Fri Oct 11 18:29:17 WIB 2024","","Login and Product Management: Update Product Details","",""
"","115","hook:","","Sat Oct 12 13:27:50 WIB 2024","failed","Sat Oct 12 13:27:50 WIB 2024","","","",""
"","172","When user clicks on login button","","Mon Sep 23 09:44:27 WIB 2024","passed","Mon Sep 23 09:44:27 WIB 2024","","Login test: Login with valid credentials","",""
"","0","And user clicks Add button","","Sat Oct 12 13:27:57 WIB 2024","skipped","Sat Oct 12 13:27:57 WIB 2024","","Login and Product Management: Add New Product","",""
"","0","And user inputs ""secret_sauces"" as password","","Fri Oct 11 16:29:04 WIB 2024","skipped","Fri Oct 11 16:29:04 WIB 2024","","Login test: Login with invalid credentials - ineffective","",""
"","0","hook:","","Fri Oct 11 17:25:07 WIB 2024","failed","Fri Oct 11 17:25:07 WIB 2024","","","",""
"","205","When user inputs ""standard_user"" as username","","Mon Sep 23 09:44:26 WIB 2024","passed","Mon Sep 23 09:44:27 WIB 2024","","Login test: Login with valid credentials","",""
"","19","When user inputs ""visual_user"" as username","","Mon Sep 23 17:53:20 WIB 2024","passed","Mon Sep 23 17:53:20 WIB 2024","","Login test: Login with valid credentials","",""
"","10174","When user clicks Product button","","Sat Oct 12 13:27:46 WIB 2024","broken","Sat Oct 12 13:27:57 WIB 2024","","Login and Product Management: Add New Product","",""
"","20","And user inputs ""admin1234"" as password","","Sat Oct 12 13:28:08 WIB 2024","passed","Sat Oct 12 13:28:08 WIB 2024","","Login and Product Management: Login with empty field","",""
"","0","And user clicks Add button","","Sat Oct 12 13:28:00 WIB 2024","skipped","Sat Oct 12 13:28:00 WIB 2024","","Login and Product Management: Add New Product","",""
"","83","Given user is on the Login page","","Fri Oct 11 17:36:26 WIB 2024","passed","Fri Oct 11 17:36:26 WIB 2024","","Login test: Update Product Details","",""
"","659","And user inputs ""admin123"" as password","","Sat Oct 12 13:27:46 WIB 2024","passed","Sat Oct 12 13:27:46 WIB 2024","","Login and Product Management: Add New Customer","",""
"","2582","When user inputs ""nadia@gmail.com"" as email","","Sat Oct 12 13:27:43 WIB 2024","passed","Sat Oct 12 13:27:46 WIB 2024","","User Management: Add New User","",""
"","557","When user inputs ""nadia@gmail.com"" as email","","Sat Oct 12 13:28:08 WIB 2024","passed","Sat Oct 12 13:28:08 WIB 2024","","Login and Product Management: Login with empty field","",""
"","338","When user login using ""standard_user"" as username and """" as password","","Mon Sep 23 17:53:18 WIB 2024","passed","Mon Sep 23 17:53:18 WIB 2024","","Login test: Login with empty field","",""
"","1","When user login using ""standard_user"" as username and """" as password","","Fri Oct 11 16:29:02 WIB 2024","broken","Fri Oct 11 16:29:02 WIB 2024","","Login test: Login with empty field","",""
"","2973","Then user should be redirected to the Dashboard","","Fri Oct 11 23:01:29 WIB 2024","passed","Fri Oct 11 23:01:32 WIB 2024","","Login and Product Management: Add New Product","",""
"","639","And user inputs product details","","Fri Oct 11 17:36:26 WIB 2024","passed","Fri Oct 11 17:36:26 WIB 2024","","Login test: Add New Product","",""
"","724","When user inputs ""nadia@gmail.com"" as email","","Fri Oct 11 17:24:52 WIB 2024","passed","Fri Oct 11 17:24:53 WIB 2024","","Login test: Login with valid credentials","",""
"","2522","Then user should see an error message ""Kredensial yang Anda berikan salah""","","Sat Oct 12 13:28:09 WIB 2024","passed","Sat Oct 12 13:28:11 WIB 2024","","Login and Product Management: Login with empty field","",""
"","75","And user inputs ""admin123"" as password","","Sat Oct 12 13:27:50 WIB 2024","passed","Sat Oct 12 13:27:50 WIB 2024","","Login and Product Management: Add New Customer","",""
"","329","And user inputs ""admin123"" as password","","Fri Oct 11 17:24:53 WIB 2024","passed","Fri Oct 11 17:24:53 WIB 2024","","Login test: Login with valid credentials","",""
"","3038","Then user should see an error message ""\""password\"" is not allowed to be empty""","","Sat Oct 12 13:28:03 WIB 2024","passed","Sat Oct 12 13:28:06 WIB 2024","","Login and Product Management: Login with empty field","",""
"","240","Given user is on the Login page","","Fri Oct 11 16:29:03 WIB 2024","passed","Fri Oct 11 16:29:04 WIB 2024","","Login test: Login with invalid credentials - ineffective","",""
"","3056","Then user should be redirected to the Dashboard","","Fri Oct 11 18:29:14 WIB 2024","passed","Fri Oct 11 18:29:17 WIB 2024","","User Management: Update User Details","",""
"","26","Given user is on the Login page","","Mon Sep 23 17:53:18 WIB 2024","passed","Mon Sep 23 17:53:18 WIB 2024","","Login test: Login with empty field","",""
"","59","And user inputs ""admin123"" as password","","Fri Oct 11 17:36:21 WIB 2024","passed","Fri Oct 11 17:36:21 WIB 2024","","Login test: Add New Product","",""
"","289","And user clicks on login button","","Sat Oct 12 13:27:49 WIB 2024","passed","Sat Oct 12 13:27:50 WIB 2024","","User Management: Add New User","",""
"","0","And user updates product details","","Fri Oct 11 18:29:31 WIB 2024","skipped","Fri Oct 11 18:29:31 WIB 2024","","Login and Product Management: Update Product Details","",""
"","8","Then user should see an error message ""Epic sadface: Username and password do not match any user in this service""","","Mon Sep 23 17:53:19 WIB 2024","passed","Mon Sep 23 17:53:19 WIB 2024","","Login test: Login with invalid credentials - ineffective","",""
"","24","And user inputs ""admin123"" as password","","Fri Oct 11 17:36:22 WIB 2024","passed","Fri Oct 11 17:36:22 WIB 2024","","Login test: Add New Product","",""
"","93","And user inputs ""secret_sauce"" as password","","Mon Sep 23 09:44:27 WIB 2024","passed","Mon Sep 23 09:44:27 WIB 2024","","Login test: Login with valid credentials","",""
"","548","When user clicks Add button","","Fri Oct 11 17:36:25 WIB 2024","passed","Fri Oct 11 17:36:26 WIB 2024","","Login test: Add New Product","",""
"","1530","Given user is on the Login page","","Sat Oct 12 13:27:42 WIB 2024","passed","Sat Oct 12 13:27:43 WIB 2024","","Login and Product Management: Add New Customer","",""
"","1031","Then user should see an error message ""\""email\"" is not allowed to be empty""","","Sat Oct 12 13:28:07 WIB 2024","passed","Sat Oct 12 13:28:08 WIB 2024","","Login and Product Management: Login with empty field","",""
"","10","Then user should see an error message ""Epic sadface: Username and password do not match any user in this service""","","Mon Sep 23 09:44:28 WIB 2024","passed","Mon Sep 23 09:44:28 WIB 2024","","Login test: Login with invalid credentials - ineffective","",""
"","1","When user login using ""standard_user"" as username and ""secret_sauces"" as password","","Fri Oct 11 16:29:03 WIB 2024","broken","Fri Oct 11 16:29:03 WIB 2024","","Login test: Login with invalid credentials - effective","",""
"","0","Then user should see an error message """"Kredensial yang Anda berikan salah""""","","Fri Oct 11 22:19:49 WIB 2024","broken","Fri Oct 11 22:19:49 WIB 2024","","Login and Product Management: Login with empty field","",""
"","232","When user clicks Product button","","Fri Oct 11 17:24:59 WIB 2024","passed","Fri Oct 11 17:25:00 WIB 2024","","Login test: Login with valid credentials","",""
"","7639","Then user should be redirected to the Dashboard","","Fri Oct 11 17:24:51 WIB 2024","passed","Fri Oct 11 17:24:59 WIB 2024","","Login test: Login with valid credentials","",""
"","0","And user updates user details","","Fri Oct 11 18:29:27 WIB 2024","skipped","Fri Oct 11 18:29:27 WIB 2024","","User Management: Update User Details","",""
"","60","Given user is on the Login page","","Mon Sep 23 17:53:22 WIB 2024","passed","Mon Sep 23 17:53:22 WIB 2024","","Login test: Login with invalid credentials - ineffective","",""
"","2508","When user inputs ""nadia@gmail.com"" as email","","Sat Oct 12 13:27:43 WIB 2024","passed","Sat Oct 12 13:27:46 WIB 2024","","Login and Product Management: User success login","",""
"","1","And user clicks Add customer button","","Sat Oct 12 13:27:47 WIB 2024","skipped","Sat Oct 12 13:27:47 WIB 2024","","Login and Product Management: Add New Customer","",""
"","172","And user clicks Save button","","Fri Oct 11 17:25:01 WIB 2024","broken","Fri Oct 11 17:25:01 WIB 2024","","Login test: Login with valid credentials","",""
"","133","Then user should be redirected to the home page","","Mon Sep 23 09:44:27 WIB 2024","passed","Mon Sep 23 09:44:27 WIB 2024","","Login test: Login with valid credentials","",""
"","146","And user clicks on login button","","Fri Oct 11 18:29:14 WIB 2024","passed","Fri Oct 11 18:29:14 WIB 2024","","User Management: Update User Details","",""
"","46","And user inputs ""admin123"" as password","","Fri Oct 11 18:29:16 WIB 2024","passed","Fri Oct 11 18:29:16 WIB 2024","","User Management: Update User Details","",""
"","198","When user login using ""standard_user"" as username and """" as password","","Mon Sep 23 09:44:27 WIB 2024","passed","Mon Sep 23 09:44:28 WIB 2024","","Login test: Login with empty field","",""
"","213","And user clicks on login button","","Sat Oct 12 13:27:46 WIB 2024","passed","Sat Oct 12 13:27:46 WIB 2024","","Login and Product Management: Add New Product","",""
"","34","When user clicks on login button","","Mon Sep 23 09:44:28 WIB 2024","passed","Mon Sep 23 09:44:28 WIB 2024","","Login test: Login with invalid credentials - ineffective","",""
"","12041","Then user should be redirected to the Dashboard","","Sat Oct 12 13:27:50 WIB 2024","failed","Sat Oct 12 13:28:02 WIB 2024","","User Management: Add New User","",""
"","0","And user clicks on login button","","Fri Oct 11 17:36:36 WIB 2024","skipped","Fri Oct 11 17:36:36 WIB 2024","","Login test: Update Product Details","",""
"","82","hook:","","Fri Oct 11 18:29:33 WIB 2024","failed","Fri Oct 11 18:29:33 WIB 2024","","","",""
"","52","And user inputs ""standard_user"" as username","","Mon Sep 23 09:44:28 WIB 2024","passed","Mon Sep 23 09:44:28 WIB 2024","","Login test: Login with invalid credentials - ineffective","",""
"","1","When user login using """" as username and ""secret_sauce"" as password","","Fri Oct 11 16:28:57 WIB 2024","broken","Fri Oct 11 16:28:57 WIB 2024","","Login test: Login with empty field","",""
"","56","Given user is on the Login page","","Mon Sep 23 09:44:28 WIB 2024","passed","Mon Sep 23 09:44:28 WIB 2024","","Login test: Login with invalid credentials - ineffective","",""
"","600","When user clicks Product button","","Fri Oct 11 17:36:25 WIB 2024","passed","Fri Oct 11 17:36:26 WIB 2024","","Login test: Add New Product","",""
"","11","Then user should see an error message ""Epic sadface: Username and password do not match any user in this service""","","Mon Sep 23 17:53:22 WIB 2024","passed","Mon Sep 23 17:53:22 WIB 2024","","Login test: Login with invalid credentials - ineffective","",""
"","1","Then user should see an error message ""\""email"" is not allowed to be empty""","","Fri Oct 11 22:21:59 WIB 2024","broken","Fri Oct 11 22:21:59 WIB 2024","","Login and Product Management: Login with empty field","",""
"","0","When user clicks on login button","","Fri Oct 11 16:28:58 WIB 2024","skipped","Fri Oct 11 16:28:58 WIB 2024","","Login test: Login with invalid credentials - ineffective","",""
"","257","And user clicks on login button","","Sat Oct 12 13:27:50 WIB 2024","passed","Sat Oct 12 13:27:50 WIB 2024","","Login and Product Management: Add New Customer","",""
"","1","Then user should see an error message """"""password"" is not allowed to be empty""""","","Fri Oct 11 22:18:05 WIB 2024","broken","Fri Oct 11 22:18:05 WIB 2024","","Login and Product Management: Login with empty field","",""
"","1","And user inputs ""standard_user"" as username","","Fri Oct 11 16:28:58 WIB 2024","broken","Fri Oct 11 16:28:58 WIB 2024","","Login test: Login with invalid credentials - ineffective","",""
"","1","Then user should see an error message """"email"" is not allowed to be empty""","","Fri Oct 11 22:07:36 WIB 2024","broken","Fri Oct 11 22:07:36 WIB 2024","","Login and Product Management: Login with empty field","",""
"","1356","Given user is on the Login page","","Sat Oct 12 13:27:47 WIB 2024","passed","Sat Oct 12 13:27:48 WIB 2024","","User Management: Add New User","",""
"","0","Then user should see an error message ""Epic sadface: Username and password do not match any user in this service""","","Fri Oct 11 16:29:04 WIB 2024","broken","Fri Oct 11 16:29:04 WIB 2024","","Login test: Login with invalid credentials - ineffective","",""
"","775","When user inputs ""nadia@gmail.com"" as email","","Sat Oct 12 13:27:49 WIB 2024","passed","Sat Oct 12 13:27:50 WIB 2024","","Login and Product Management: Add New Customer","",""
"","12","Then user should be redirected to the Product page","","Fri Oct 11 18:29:21 WIB 2024","passed","Fri Oct 11 18:29:21 WIB 2024","","Login and Product Management: Update Product Details","",""
"","1276","And user inputs product details","","Fri Oct 11 17:25:00 WIB 2024","passed","Fri Oct 11 17:25:01 WIB 2024","","Login test: Login with valid credentials","",""
"","0","Then user should see an error message ""Epic sadface: Username and password do not match any user in this service""","","Fri Oct 11 16:28:58 WIB 2024","broken","Fri Oct 11 16:28:58 WIB 2024","","Login test: Login with invalid credentials - ineffective","",""
"","300","And user clicks on login button","","Fri Oct 11 17:24:53 WIB 2024","passed","Fri Oct 11 17:24:53 WIB 2024","","Login test: Login with valid credentials","",""
"","1","And user inputs customer details","","Sat Oct 12 13:27:50 WIB 2024","skipped","Sat Oct 12 13:27:50 WIB 2024","","Login and Product Management: Add New Customer","",""
"","106","When user clicks on login button","","Mon Sep 23 17:53:18 WIB 2024","passed","Mon Sep 23 17:53:18 WIB 2024","","Login test: Login with valid credentials","",""
"","10170","Then user should be redirected to the home page","","Fri Oct 11 16:34:57 WIB 2024","failed","Fri Oct 11 16:35:07 WIB 2024","","Login test: Login with valid credentials","",""
"","12","Then user should be redirected to the Product page","","Fri Oct 11 17:36:25 WIB 2024","passed","Fri Oct 11 17:36:25 WIB 2024","","Login test: Add New Product","",""
"","0","When user clicks Product button","","Fri Oct 11 17:36:37 WIB 2024","skipped","Fri Oct 11 17:36:37 WIB 2024","","Login test: Update Product Details","",""
"","1710","Given user is on the Login page","","Sat Oct 12 13:27:47 WIB 2024","passed","Sat Oct 12 13:27:49 WIB 2024","","Login and Product Management: Add New Customer","",""
"","1","And user inputs customer details","","Sat Oct 12 13:27:47 WIB 2024","skipped","Sat Oct 12 13:27:47 WIB 2024","","Login and Product Management: Add New Customer","",""
"","52","And user inputs ""admin1234"" as password","","Sat Oct 12 13:28:01 WIB 2024","passed","Sat Oct 12 13:28:01 WIB 2024","","Login and Product Management: Login with empty field","",""
"","89","hook:","","Sat Oct 12 13:28:00 WIB 2024","failed","Sat Oct 12 13:28:01 WIB 2024","","","",""
"","98","Given user is on the Login page","","Fri Oct 11 16:28:57 WIB 2024","passed","Fri Oct 11 16:28:57 WIB 2024","","Login test: Login with empty field","",""
"","14","Then user should be redirected to the Product page","","Fri Oct 11 17:24:59 WIB 2024","passed","Fri Oct 11 17:24:59 WIB 2024","","Login test: Login with valid credentials","",""
"","1","And user inputs ""standard_user"" as username","","Fri Oct 11 16:29:04 WIB 2024","broken","Fri Oct 11 16:29:04 WIB 2024","","Login test: Login with invalid credentials - ineffective","",""
"","1","Then user should see an error message """"email is not allowed to be empty""""","","Fri Oct 11 22:14:10 WIB 2024","broken","Fri Oct 11 22:14:10 WIB 2024","","Login and Product Management: Login with empty field","",""
"","1346","When user inputs ""nadia@gmail.com"" as email","","Fri Oct 11 18:29:13 WIB 2024","passed","Fri Oct 11 18:29:15 WIB 2024","","Login and Product Management: Update Product Details","",""
"","1","Then user should see an error message """"\""password\"" is not allowed to be empty""""","","Fri Oct 11 22:26:28 WIB 2024","broken","Fri Oct 11 22:26:28 WIB 2024","","Login and Product Management: Login with empty field","",""
"","0","Then user should see an error message """"\""email\"" is not allowed to be empty""""","","Fri Oct 11 22:19:42 WIB 2024","broken","Fri Oct 11 22:19:42 WIB 2024","","Login and Product Management: Login with empty field","",""
"","253","And user clicks on login button","","Sat Oct 12 13:27:50 WIB 2024","passed","Sat Oct 12 13:27:50 WIB 2024","","Login and Product Management: Add New Product","",""
"","12086","Then user should be redirected to the Dashboard","","Sat Oct 12 13:27:47 WIB 2024","failed","Sat Oct 12 13:27:59 WIB 2024","","User Management: Add New User","",""
"","70","hook:","","Sat Oct 12 13:28:02 WIB 2024","failed","Sat Oct 12 13:28:02 WIB 2024","","","",""
"","0","Then user should see an error message """"""email"" is not allowed to be empty""""","","Fri Oct 11 22:18:02 WIB 2024","broken","Fri Oct 11 22:18:02 WIB 2024","","Login and Product Management: Login with empty field","",""
"","23","Then user should see an error message ""Epic sadface: Password is required""","","Mon Sep 23 17:53:21 WIB 2024","passed","Mon Sep 23 17:53:21 WIB 2024","","Login test: Login with empty field","",""
"","23","Given user is on the Login page","","Mon Sep 23 17:53:19 WIB 2024","passed","Mon Sep 23 17:53:19 WIB 2024","","Login test: Login with invalid credentials - effective","",""
"","1","Then user should be redirected to the Customer page","","Sat Oct 12 13:27:47 WIB 2024","skipped","Sat Oct 12 13:27:47 WIB 2024","","Login and Product Management: Add New Customer","",""
"","225","And user clicks on login button","","Fri Oct 11 18:29:16 WIB 2024","passed","Fri Oct 11 18:29:17 WIB 2024","","User Management: Update User Details","",""
"","8231","When user clicks Product button","","Fri Oct 11 17:24:59 WIB 2024","passed","Fri Oct 11 17:25:07 WIB 2024","","Login test: Login with valid credentials","",""
"","50","And user inputs ""secret_sauces"" as password","","Mon Sep 23 09:44:28 WIB 2024","passed","Mon Sep 23 09:44:28 WIB 2024","","Login test: Login with invalid credentials - ineffective","",""
"","0","Then user should be redirected to the Product page","","Sat Oct 12 13:27:57 WIB 2024","skipped","Sat Oct 12 13:27:57 WIB 2024","","Login and Product Management: Add New Product","",""
"","0","And user updates product details","","Fri Oct 11 18:29:33 WIB 2024","skipped","Fri Oct 11 18:29:33 WIB 2024","","Login and Product Management: Update Product Details","",""
"","1092","When user inputs ""nadia@gmail.com"" as email","","Sat Oct 12 13:27:48 WIB 2024","passed","Sat Oct 12 13:27:49 WIB 2024","","Login and Product Management: User success login","",""
"","135","When user login using """" as username and ""secret_sauce"" as password","","Mon Sep 23 17:53:18 WIB 2024","passed","Mon Sep 23 17:53:19 WIB 2024","","Login test: Login with empty field","",""
"","365","And user clicks on login button","","Sat Oct 12 13:27:46 WIB 2024","passed","Sat Oct 12 13:27:47 WIB 2024","","Login and Product Management: User success login","",""
"","2","Then user should see an error message ""\""password""\ is not allowed to be empty""","","Fri Oct 11 22:21:57 WIB 2024","broken","Fri Oct 11 22:21:58 WIB 2024","","Login and Product Management: Login with empty field","",""
"","2533","Then user should be redirected to the Dashboard","","Fri Oct 11 17:36:23 WIB 2024","passed","Fri Oct 11 17:36:25 WIB 2024","","Login test: Add New Product","",""
"","0","And user inputs ""secret_sauce"" as password","","Fri Oct 11 16:29:02 WIB 2024","skipped","Fri Oct 11 16:29:02 WIB 2024","","Login test: Login with valid credentials","",""
"","4062","Then user should be redirected to the Dashboard","","Fri Oct 11 17:36:21 WIB 2024","passed","Fri Oct 11 17:36:25 WIB 2024","","Login test: Add New Product","",""
"","412","When user login using ""standard_user"" as username and ""secret_sauces"" as password","","Mon Sep 23 09:44:28 WIB 2024","passed","Mon Sep 23 09:44:28 WIB 2024","","Login test: Login with invalid credentials - effective","",""
"","10443","When user clicks Product button","","Fri Oct 11 18:29:21 WIB 2024","passed","Fri Oct 11 18:29:31 WIB 2024","","Login and Product Management: Update Product Details","",""
"","10569","When user clicks User button","","Fri Oct 11 18:29:17 WIB 2024","passed","Fri Oct 11 18:29:28 WIB 2024","","User Management: Update User Details","",""
"","523","And user inputs ""admin123"" as password","","Sat Oct 12 13:27:46 WIB 2024","passed","Sat Oct 12 13:27:47 WIB 2024","","User Management: Add New User","",""
"","35","hook:","","Fri Oct 11 16:29:03 WIB 2024","failed","Fri Oct 11 16:29:03 WIB 2024","","","",""
"","102","Given user is on the Login page","","Sat Oct 12 13:28:08 WIB 2024","passed","Sat Oct 12 13:28:08 WIB 2024","","Login and Product Management: Login with empty field","",""
"","12","Then user should see an error message ""Epic sadface: Username and password do not match any user in this service""","","Mon Sep 23 09:44:28 WIB 2024","passed","Mon Sep 23 09:44:28 WIB 2024","","Login test: Login with invalid credentials - effective","",""
"","1","And user clicks Save button","","Sat Oct 12 13:27:47 WIB 2024","skipped","Sat Oct 12 13:27:47 WIB 2024","","Login and Product Management: Add New Customer","",""
"","1","Then user should see an error message """"email is not allowed to be empty""""","","Fri Oct 11 22:14:19 WIB 2024","broken","Fri Oct 11 22:14:19 WIB 2024","","Login and Product Management: Login with empty field","",""
"","10","Then user should see an error message ""Epic sadface: Username is required""","","Mon Sep 23 17:53:19 WIB 2024","passed","Mon Sep 23 17:53:19 WIB 2024","","Login test: Login with empty field","",""
"","0","Then user should see an error message ""Epic sadface: Password is required""","","Fri Oct 11 16:28:57 WIB 2024","broken","Fri Oct 11 16:28:57 WIB 2024","","Login test: Login with empty field","",""
"","7814","And user clicks Save button","","Fri Oct 11 17:24:59 WIB 2024","passed","Fri Oct 11 17:25:07 WIB 2024","","Login test: Login with valid credentials","",""
"","11","Then user should be redirected to the home page","","Mon Sep 23 17:53:20 WIB 2024","passed","Mon Sep 23 17:53:20 WIB 2024","","Login test: Login with valid credentials","",""
"","240","When user login using ""standard_user"" as username and """" as password","","Mon Sep 23 17:53:21 WIB 2024","passed","Mon Sep 23 17:53:21 WIB 2024","","Login test: Login with empty field","",""
"","0","And user clicks Save button","","Fri Oct 11 17:36:37 WIB 2024","skipped","Fri Oct 11 17:36:37 WIB 2024","","Login test: Update Product Details","",""
"","12121","Then user should be redirected to the Dashboard","","Sat Oct 12 13:27:47 WIB 2024","failed","Sat Oct 12 13:27:59 WIB 2024","","Login and Product Management: User success login","",""
"","532","Then user should see an error message ""\""password\"" is not allowed to be empty""","","Sat Oct 12 13:27:59 WIB 2024","passed","Sat Oct 12 13:28:00 WIB 2024","","Login and Product Management: Login with empty field","",""
"","10075","When user inputs ""nadia@gmail.com"" as email","","Fri Oct 11 17:36:26 WIB 2024","broken","Fri Oct 11 17:36:36 WIB 2024","","Login test: Update Product Details","",""
"","1732","Given user is on the Login page","","Sat Oct 12 13:27:42 WIB 2024","passed","Sat Oct 12 13:27:43 WIB 2024","","Login and Product Management: Add New Product","",""
"","0","And user clicks Save button","","Sat Oct 12 13:27:59 WIB 2024","skipped","Sat Oct 12 13:27:59 WIB 2024","","User Management: Add New User","",""
"","946","When user inputs ""nadia@gmail.com"" as email","","Sat Oct 12 13:27:48 WIB 2024","passed","Sat Oct 12 13:27:49 WIB 2024","","User Management: Add New User","",""
"","196","When user inputs ""nadia@gmail.com"" as email","","Fri Oct 11 17:24:51 WIB 2024","passed","Fri Oct 11 17:24:51 WIB 2024","","Login test: Login with valid credentials","",""
"","2","Then user should see an error message """"password is not allowed to be empty""""","","Fri Oct 11 22:14:08 WIB 2024","broken","Fri Oct 11 22:14:08 WIB 2024","","Login and Product Management: Login with empty field","",""
"","0","Then user should see an error message ""\""password\"" is not allowed to be empty""""","","Fri Oct 11 22:27:36 WIB 2024","broken","Fri Oct 11 22:27:36 WIB 2024","","Login and Product Management: Login with empty field","",""
"","0","And user inputs product details","","Sat Oct 12 13:28:00 WIB 2024","skipped","Sat Oct 12 13:28:00 WIB 2024","","Login and Product Management: Add New Product","",""
"","0","And user clicks Save button","","Sat Oct 12 13:28:00 WIB 2024","skipped","Sat Oct 12 13:28:00 WIB 2024","","Login and Product Management: Add New Product","",""
"","45","hook:","","Fri Oct 11 16:29:03 WIB 2024","failed","Fri Oct 11 16:29:03 WIB 2024","","","",""
"","32","And user inputs ""admin123"" as password","","Sat Oct 12 13:28:06 WIB 2024","passed","Sat Oct 12 13:28:06 WIB 2024","","Login and Product Management: Login with empty field","",""
"","3","When user inputs ""standard_user"" as email","","Fri Oct 11 16:29:02 WIB 2024","broken","Fri Oct 11 16:29:02 WIB 2024","","Login test: Login with valid credentials","",""
"","5552","Then user should be redirected to the Dashboard","","Fri Oct 11 18:29:17 WIB 2024","passed","Fri Oct 11 18:29:22 WIB 2024","","User Management: Update User Details","",""
"","1584","Given user is on the Login page","","Sat Oct 12 13:27:42 WIB 2024","passed","Sat Oct 12 13:27:43 WIB 2024","","User Management: Add New User","",""
"","215","When user clicks on login button","","Mon Sep 23 17:53:20 WIB 2024","passed","Mon Sep 23 17:53:20 WIB 2024","","Login test: Login with valid credentials","",""
"","536","When user inputs """" as email","","Sat Oct 12 13:28:06 WIB 2024","passed","Sat Oct 12 13:28:06 WIB 2024","","Login and Product Management: Login with empty field","",""
"","1","And user clicks Add user button","","Sat Oct 12 13:28:02 WIB 2024","skipped","Sat Oct 12 13:28:02 WIB 2024","","User Management: Add New User","",""
"","3","Then user should be redirected to the Product page","","Fri Oct 11 17:25:00 WIB 2024","passed","Fri Oct 11 17:25:00 WIB 2024","","Login test: Login with valid credentials","",""
"","24","Given user is on the Login page","","Mon Sep 23 09:44:28 WIB 2024","passed","Mon Sep 23 09:44:28 WIB 2024","","Login test: Login with invalid credentials - effective","",""
"","0","And user clicks Save button","","Fri Oct 11 18:29:31 WIB 2024","skipped","Fri Oct 11 18:29:31 WIB 2024","","Login and Product Management: Update Product Details","",""
"","242","When user login using """" as username and ""secret_sauce"" as password","","Mon Sep 23 17:53:21 WIB 2024","passed","Mon Sep 23 17:53:21 WIB 2024","","Login test: Login with empty field","",""
"","46","Given user is on the Login page","","Fri Oct 11 16:28:58 WIB 2024","passed","Fri Oct 11 16:28:58 WIB 2024","","Login test: Login with invalid credentials - ineffective","",""
"","62","Given user is on the Login page","","Sat Oct 12 13:28:01 WIB 2024","passed","Sat Oct 12 13:28:01 WIB 2024","","Login and Product Management: Login with empty field","",""
"","2","Then user should see an error message """"email"" is not allowed to be empty""","","Fri Oct 11 22:07:40 WIB 2024","broken","Fri Oct 11 22:07:40 WIB 2024","","Login and Product Management: Login with empty field","",""
"","109","Given user is on the Login page","","Fri Oct 11 17:36:27 WIB 2024","passed","Fri Oct 11 17:36:27 WIB 2024","","Login test: Update Product Details","",""
"","0","Then user should see an error message ""Epic sadface: Username and password do not match any user in this service""","","Fri Oct 11 16:29:03 WIB 2024","broken","Fri Oct 11 16:29:03 WIB 2024","","Login test: Login with invalid credentials - effective","",""
